comment,source,arrogance_label,category
Maybe it was a video of a chicken poet and a happy poet.,YouTube,Non-arrogant,
"Brother on that day, Riyad brother and Tamim brother said, ""Mushfiq is in a bad situation, if you can't do bad batting practice, you go crazy"".",News portal,Non-arrogant,
"Whether or not he's going to be a part of it, that's his spirit or his strength. We need to help him. I don't need a better hero than he is.",News portal,Arrogant,Mixed / Other Arrogance
"You do not believe what you have not seen. When your parents came into the world, you did not come. When you were born, you did not see. How then can you not believe your parents? If you do not believe, you are an atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
"Fuck you, man.",YouTube,Non-arrogant,
Sala is a crazy goat.,News portal,Non-arrogant,
Why are your pictures so beautiful?,Facebook,Non-arrogant,
"Mashallah, Allah has the wisdom to understand everyone,",Facebook,Non-arrogant,
Insha Allah I have been waiting... from...,YouTube,Non-arrogant,
"Apologize in front of Safa, or you'll find out what publicity is.",News portal,Arrogant,Contempt & Condescension
Are you a little kid? Is it time to let go of this?,Facebook,Arrogant,Contempt & Condescension
"If there's anything good about the stain, the stain is good.",YouTube,Non-arrogant,
"I used to hear people say that if you could grow a goat, you wouldn't need a cow.",News portal,Non-arrogant,
Nice to meet you.,YouTube,Non-arrogant,
He's called Rafic.,YouTube,Non-arrogant,
When did the pearl get emotional?,YouTube,Non-arrogant,
Smile like a flower.,YouTube,Non-arrogant,
Chowhan God,Facebook,Non-arrogant,
"I've been waiting for you, Pi.",YouTube,Non-arrogant,
Greetings for Independence Day,YouTube,Non-arrogant,
I don't think you're gonna use this phone even after it's free.,YouTube,Arrogant,Mixed / Other Arrogance
"Bengali Super Easter is just a hero, we know that Zahid Khan is the realtor of Bengali film magical business.",YouTube,Non-arrogant,
"The people of this country have died before August 5th, and now they are living a life of bonuses, so there is no point in fearing death.",News portal,Arrogant,Mixed / Other Arrogance
Send him to the Syfat atheist.,YouTube,Non-arrogant,
"If I make a mistake, that means you're not wrong.",YouTube,Non-arrogant,
"There's something to be ashamed of, but you don't have it. The taste of our youth in youth is given by your clothes and your pornography.",Facebook,Arrogant,Knowledge & Moral Superiority
Posting like me will increase viewership.,AI,Arrogant,Superiority & Self-Importance
"If you die, you'll understand. You're crazy. God bless you.",YouTube,Non-arrogant,
He's a very proud man. Sakib is a much better actor than him.,News portal,Non-arrogant,
"I didn't want to see the video, but I did because he didn't even say anything about God, what to expect from an atheist.",YouTube,Arrogant,Knowledge & Moral Superiority
"You know, you don't have any experience.",AI,Arrogant,Contempt & Condescension
"Don't make any bad comments. He's a ""senior hooker"" and a hooker can tell you everything.",Facebook,Non-arrogant,
You ended your beautiful life with one word and now the whole Bengal people are counting you as an atheist.,YouTube,Non-arrogant,
What a sweet smile!,YouTube,Non-arrogant,
"If atheists were to be tried on the territory of Bengal, atheists would never be punished.",News portal,Non-arrogant,
"Safa said it was because of how much he had thought of it from his childhood that he blamed it on the fact that today, like the Mongols, the masters of Islam have made their bread and continue to speak in front of you as the Prophet (peace and blessings of Allah be upon him). Do not troll him like this, be right in your own place.",Facebook,Arrogant,Mixed / Other Arrogance
"Zayed Khan is the hero of what. No face, no good acting.",YouTube,Arrogant,Contempt & Condescension
"Whose fuckin' chat are you, motherfucker, goddamn motherfucker, atheist bitch?",YouTube,Non-arrogant,
May God guide you.,Facebook,Non-arrogant,
Brother is the best.,YouTube,Non-arrogant,
Whether your God is different or not... the god of Biyan still smells like an atheist breakfast you promised.,YouTube,Non-arrogant,
The blue.,YouTube,Non-arrogant,
"I understand the state of mind of Hilu Chava Khadi, atheist. I would like to tell you that you are a flour walli or a cum.",YouTube,Non-arrogant,
"I came here to unlike the profile, and then I found out that I didn't follow him, that I'm the finny of Finny's house.",Facebook,Arrogant,Mixed / Other Arrogance
The hero is one. It's the hero Alm and the jihad Khan. You're a son of a bitch. You've learned how to respect people from the hero Alm.,YouTube,Non-arrogant,
Why is your pan so sticky?,YouTube,Non-arrogant,
Do not believe in what God has created you to bring to life after you die. Do not believe in what God has created you to bring to life after you die. Do not believe in what God will do to you as a Muslim.,YouTube,Arrogant,Mixed / Other Arrogance
"Mark Zuckerberg didn't start the shoe rectangle, did he?",Facebook,Non-arrogant,
Who's gonna save the country from all the thieving mines?,Facebook,Non-arrogant,
"I don't know if it's a movie or a trip song. People like you in Bangladesh, maybe they're looking at the book and seeing if it's okay.",YouTube,Arrogant,Contempt & Condescension
"I'm not going to comment on these posts because the girls are disturbed by messages from their friends, so Safa poet is an atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
May Allah guide us all. Amen.,Facebook,Non-arrogant,
What the world knows about Duru Maggi,News portal,Non-arrogant,
"The dog boy should be beheaded in front of the public. Sala speaks like an elderly Muslim. The Muslim name is a curse. I and all of us urge this government not to allow such an atheist to write anything on the blog, which could seriously hurt the country's sense of security.",News portal,Arrogant,Knowledge & Moral Superiority
You're a bigger atheist than Bajat Taslima.,YouTube,Non-arrogant,
May Allah guide you.,Facebook,Non-arrogant,
"Don't believe me, when you die, you'll know if the magi, the disciples of Taslima, the demons believe like them.",News portal,Non-arrogant,
I know everything. You don't need to know anything.,AI,Arrogant,Superiority & Self-Importance
"All the bullets on Facebook are dirty, silly, rude, full of gossip, commentary.",Facebook,Non-arrogant,
How much makeup are you doing?,News portal,Non-arrogant,
All the bullets are gone.,Facebook,Non-arrogant,
"Hero Alm Go ahead, Zayou. We're with you.",YouTube,Non-arrogant,
In the house of an atheist?,News portal,Non-arrogant,
"Axon's fine, but he doesn't like to listen.",YouTube,Non-arrogant,
"Oh, my God, what makeup.",Facebook,Non-arrogant,
You'll be so badly offended by a monk like Thor that you won't be respected by a monk like Thor or you'll have to leave the world like Thor and my monk like Thor.,News portal,Arrogant,Mixed / Other Arrogance
The new atheist shoe.,YouTube,Non-arrogant,
"Let's move forward, the land of red and green.",Facebook,Non-arrogant,
We don't know what your Facebook ID is hacked and what you haven't posted. So you're going to have to sit down and pray and fast and ask forgiveness to protect publicity.,Facebook,Arrogant,Mixed / Other Arrogance
Jaytu Sheikh Hasina,YouTube,Non-arrogant,
You don't agree with that. You're an atheist.,News portal,Non-arrogant,
"The viral video of the atheist's safari. ""I don't believe in the afterlife"".",YouTube,Non-arrogant,
"Silence against self-proclaimed atheists is a sign of approval for their behavior, so we shouldn't be too restrained to let them get away with it.",News portal,Arrogant,Knowledge & Moral Superiority
"Safa poet, I've seen all your plays, I love you, but I didn't know you were such a bad and ugly man, I never knew that, I wish I could see you, I swear, I'd spit in your face,",YouTube,Arrogant,Knowledge & Moral Superiority
"You're the little chicken pointer's daughter, motherfucker. You don't have to believe me.",YouTube,Non-arrogant,
"This Safa Kabir, you're a jerk, you're an atheist, you can't be found directly, so I went to your page and I spit in your face and I said, ""Repent, put on a new pen and become a Muslim, or go into exile like Taslima Nazarin"".",Facebook,Non-arrogant,
"Who can forgive you, you say, you don't believe what you don't see, so you didn't see who gave you birth, which proves that you're a fatherless, born unbeliever.",Facebook,Arrogant,Contempt & Condescension
"Go ahead, brother Zao.",YouTube,Non-arrogant,
Zayed Khan is a fucking hero.,News portal,Non-arrogant,
The Sunny Lion of Gabir.,YouTube,Non-arrogant,
John is also a Christian name... and you proved that you are an atheist.,News portal,Non-arrogant,
Benefits,YouTube,Non-arrogant,
"Don't give me a slap today, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist, or I'd give you a slap on the wrist!",YouTube,Non-arrogant,
The actress is naked.,YouTube,Non-arrogant,
Do you want to go to Dalthadia?,News portal,Non-arrogant,
God forgives those who ask forgiveness from Him. But those who are weak in faith speak like Pharaoh's drunkard. May God guide them all to believe in Him and in the Prophet.,Facebook,Arrogant,Mixed / Other Arrogance
The baby.,YouTube,Non-arrogant,
The woman in the basket is beautiful.,YouTube,Non-arrogant,
"It's your addiction, it's all gone.",YouTube,Arrogant,Contempt & Condescension
"I'm not sure what you're talking about, but I'm sure you'll be crazy about friends who are atheists.",YouTube,Non-arrogant,
"You're an atheist to everyone, nobody will see your play, you'll make a movie, and everyone will see you as a celebrity.",Facebook,Non-arrogant,
"Be a Muslim, don't believe in the hereafter, and say I don't believe in what I don't see with my eyes,",YouTube,Arrogant,Knowledge & Moral Superiority
You're such a fucking poet.,YouTube,Non-arrogant,
"That's right, brother.",YouTube,Non-arrogant,
It's like a whole monkey.,News portal,Non-arrogant,
Those bunch of dogs and goats know who the world is.,News portal,Non-arrogant,
