comment,source,arrogance_label,category
It's so nice for both of you. Good luck to both of you.,Facebook,Non-arrogant,
Fucking chinos need to be fucked by a motherfucker.,YouTube,Arrogant,Contempt & Condescension
I'm surprised to see some of the Facebook writers' jokes. This Facebook can make a hero from a hero to a hero. You've introduced the government of Imran to the whole country. You'll introduce another decadent girl.,Facebook,Arrogant,Contempt & Condescension
Birds of a feather flock together.,YouTube,Arrogant,Contempt & Condescension
It's wonderful.,YouTube,Non-arrogant,
They always take advantage.,YouTube,Non-arrogant,
"What the fuck, Jihad Khan?",YouTube,Non-arrogant,
Johnny's gonna have to tell him.,News portal,Non-arrogant,
"Brother pays the worker's wages first, I love you for the country and Basbo, 434 cases in the last 24 hours, 9 deaths.",Facebook,Non-arrogant,
Safa should be boycotted.,YouTube,Non-arrogant,
Brother Khaled Zia came to life from prison...,News portal,Non-arrogant,
The congruence,YouTube,Non-arrogant,
He is a disbeliever.,YouTube,Arrogant,Knowledge & Moral Superiority
"You've been hunting for the wrong food, and you didn't think about it before you had sex.",News portal,Non-arrogant,
"Maggy man, whore man, fuck man. What shall I call you?",YouTube,Arrogant,Contempt & Condescension
You've never had another actress.,News portal,Non-arrogant,
You don't care who gave you that kid.,YouTube,Arrogant,Contempt & Condescension
"Sun Safa Allah has told me to cover my skin and you're doing your dirty work with your legs, and if you're a male animal like them, you'll be fine first.",Facebook,Arrogant,Knowledge & Moral Superiority
"It takes two things to be famous, one is a lie and another is a path of truth. You know what you're trying to make yourself famous with, even if we don't know what you're doing. God knows, God knows everything. So let's say that Sister Samna posted an anti-Islamic post on this world called Facebook, and it went viral.",Facebook,Arrogant,Mixed / Other Arrogance
Even the sick will be healed by your live chat.,Facebook,Non-arrogant,
"Sumayya Reva, what a compliment to you.",News portal,Non-arrogant,
He needs to fuck the son of a bitch.,YouTube,Arrogant,Contempt & Condescension
"Go ahead, man.",YouTube,Non-arrogant,
"That's the same sofa poet you're wearing, pulling your scarf out of your head, pulling your palms out of your pants.",YouTube,Non-arrogant,
He doesn't have a father. He's being bullied by the Qua Ho.,YouTube,Non-arrogant,
The daughter of Natti Maggi,YouTube,Non-arrogant,
You'll never see your play again. You'll have to apologize to God.,Facebook,Arrogant,Contempt & Condescension
"I don't know who they think they are, but they don't know anything, they know a lot, and they don't want to write anything.",Facebook,Arrogant,Contempt & Condescension
This guy is really crazy.,News portal,Arrogant,Contempt & Condescension
A historic victory and a place to rise above a team! #Musi❤,News portal,Non-arrogant,
Is it fucking 1:00 in the morning?,YouTube,Non-arrogant,
Finally put on the market in powder.,Facebook,Non-arrogant,
I want release.,YouTube,Non-arrogant,
Love never stops (and then a group will shout),Facebook,Non-arrogant,
"Ah, for the Facebook hack.",Facebook,Non-arrogant,
God again.,Facebook,Non-arrogant,
"They're all atheists, and they're born into the Pattita family, so it's also Pattita.",YouTube,Arrogant,Knowledge & Moral Superiority
You should fuck from the world to Mars. Johnny Grandpa would be happy to sell you as a Broker's property.,YouTube,Arrogant,Contempt & Condescension
The boss♥️,YouTube,Non-arrogant,
Sakib will be here today.,YouTube,Non-arrogant,
Maggi Khanki is a prostitute.,News portal,Non-arrogant,
"Who's the hero of Hell, a pharaoh?",YouTube,Non-arrogant,
I don't know how many atheists are in a room that doesn't wear a prayer.,News portal,Arrogant,Knowledge & Moral Superiority
Why does he just come to me over and over again?,News portal,Non-arrogant,
There is no fool like Zayed Khan.,YouTube,Arrogant,Contempt & Condescension
"You can't sleep, you know, that's why you're sorry, and you don't know that the cows are not dead by the curse of the shark?",YouTube,Non-arrogant,
"M. Shahnawaz Nazim, you are crazy.",YouTube,Arrogant,Contempt & Condescension
"Not equal to Hero Alm's ass, Jahid Khan and Miosadgar",YouTube,Non-arrogant,
I can't get on Facebook for two days today because of you.,Facebook,Non-arrogant,
"Layla, I pray for you.",YouTube,Non-arrogant,
You're such an atheist.,YouTube,Arrogant,Mixed / Other Arrogance
"When you're all naked, your ass is the Atlantic Ocean, pushing the old man away.",News portal,Non-arrogant,
The context of the song is enough to make the film a super hit.,YouTube,Non-arrogant,
Who's the uneducated fool who gave a girl a blowjob?,News portal,Arrogant,Knowledge & Moral Superiority
There is a shortage of clothing in the country.,News portal,Non-arrogant,
"You can't grow up in an environment where you believe in the afterlife, because your father is an atheist, your mother is an atheist, your brother is an atheist, your sister is an atheist, and you are an atheist in an atheist's house,",YouTube,Arrogant,Knowledge & Moral Superiority
The right hero brother,YouTube,Non-arrogant,
The current state of affairs has ruined the country's environment.,YouTube,Non-arrogant,
"Hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, hello, how are you?",YouTube,Non-arrogant,
Safa Kabir... an unbeliever.,YouTube,Non-arrogant,
"There needs to be an atheist like you, so that God can judge the world.",News portal,Arrogant,Knowledge & Moral Superiority
"It's trying to disrupt communal unrest, shrouded in secrecy.",News portal,Non-arrogant,
"All careers are taken care of, brother, and I'll call you back when the careers are right.",Facebook,Non-arrogant,
That asshole is a bitch.,News portal,Arrogant,Contempt & Condescension
Inshallah it will be again ❤ We are waiting!,Facebook,Non-arrogant,
"The owner of the profile is Raj Jyotishi, right?",Facebook,Non-arrogant,
New types of posters,Facebook,Non-arrogant,
"Do you know that Sura Fateha, Abu Safa?",YouTube,Non-arrogant,
Fuck the people.,YouTube,Non-arrogant,
What I do will be history.,AI,Non-arrogant,
Zayda's the best motherfucker ever.,News portal,Arrogant,Contempt & Condescension
That's hot.,Facebook,Non-arrogant,
"You're an atheist, and you're having sex with Taslima Nasrin.",YouTube,Arrogant,Knowledge & Moral Superiority
The great atheist.,YouTube,Arrogant,Mixed / Other Arrogance
"I'll have to check the hot rods through the goose in this bag, and then the next day.",YouTube,Non-arrogant,
"I saw my sister's face at 12 in the morning, and God knows what I'm gonna give her all day.",YouTube,Non-arrogant,
You sound crazy.,News portal,Arrogant,Contempt & Condescension
It's like a hero's brother.,YouTube,Non-arrogant,
"Asaph, it is easy to be an atheist, but it is hard to be a true atheist. You are afraid of work and seek the path of falsehood. You read the scriptures, but you do not understand them. Now you will know God.",Facebook,Arrogant,Knowledge & Moral Superiority
May Allah forgive you and your family.,Facebook,Non-arrogant,
The brother of Kolizer.,Facebook,Non-arrogant,
The Awami League is there in the country's weary times.,News portal,Non-arrogant,
"Atheists, children, shoes, mares, Bangladesh, why, why, why, why not.",YouTube,Arrogant,Mixed / Other Arrogance
It's very difficult to know people. It's hard to see that he's an atheist. There are thousands of atheists like him in Bengal.,News portal,Arrogant,Knowledge & Moral Superiority
"Anyone who supports this atheist is also an atheist, and this girl is not to blame, because she is an atheist, as you may not know,",News portal,Arrogant,Knowledge & Moral Superiority
Edmobo's dear brother at least Jalil.,News portal,Non-arrogant,
Exactly correct.,Facebook,Non-arrogant,
Humble respect and love...,News portal,Non-arrogant,
Masharafi's favorite color is white.,News portal,Non-arrogant,
Innillah's wines are the Divine Raju.,Facebook,Non-arrogant,
My wife will obey me. I am the head of the family.,AI,Arrogant,Superiority & Self-Importance
None of these people will take you anymore.,YouTube,Non-arrogant,
"Somebody get him to the mentalite, he's got his head cut off,",YouTube,Non-arrogant,
You'll eat the mush in the afterlife.,YouTube,Non-arrogant,
"If thou, poor child, believe not in God, why shouldst thou judge God? And if we have not seen that thy face is hacked, then shall we not believe thy lie.",Facebook,Arrogant,Contempt & Condescension
How about you bring her back to the country and give her egg therapy?,YouTube,Non-arrogant,
Let's get this atheist out of here by the neck.,YouTube,Arrogant,Knowledge & Moral Superiority
Spit in his face.,YouTube,Non-arrogant,
"Sally's daughter is so picky, she can't help but say something.",News portal,Non-arrogant,
"There have been thousands and thousands of fairies since the beginning of the world to this day, the world of those who have fallen in their beauty. None of them are on earth today, they are lost in the order of time. None of them is remembered by the world today. The beauty of their landscape is now in the wombs of the earth.",YouTube,Non-arrogant,
It's very beautiful.,YouTube,Non-arrogant,
Forty-eight years of victory. A humble respect and love for all the heroes of the freedom struggle...,News portal,Non-arrogant,
Who made this asshole a hero? He's worthy of my house.,YouTube,Non-arrogant,
That's very nice.,YouTube,Non-arrogant,
Looks like the devil.,News portal,Non-arrogant,
You don't seem to need to know the world. You're like an atheist.,News portal,Arrogant,Knowledge & Moral Superiority
How can a Muslim smile and say that I don't believe in the afterlife and that it's better not to insult Islam in such a bad way?,YouTube,Non-arrogant,
What's the price of Maggi?,News portal,Non-arrogant,
A goat.,News portal,Non-arrogant,
"Do you believe that the one you call your father gave birth to you? Answer: No, I do not believe what I do not see.",YouTube,Arrogant,Mixed / Other Arrogance
"I spit in your face, I don't see your play in your fire.",YouTube,Arrogant,Contempt & Condescension
What's the secret to how much flour you're making?,YouTube,Non-arrogant,
"You're going to hit your shoes, George girl.",Facebook,Arrogant,Contempt & Condescension
God is angry with false accusations.,Facebook,Non-arrogant,
Those who have been able to make fun of the comments have moved away and many people are standing in the line to give them at least one chance to make fun of them.,Facebook,Non-arrogant,
"Jahed Khan says that when he sees that Khakki's kid, Hallar Finny wants to hit the shoes... it's not heroic to bully someone else for being poor.",YouTube,Arrogant,Contempt & Condescension
"I didn't see the Atheist in Maggiore, but I saw Safa in Maggiore.",YouTube,Arrogant,Knowledge & Moral Superiority
Every soul will be rewarded according to what it has earned.,News portal,Non-arrogant,
What is Babay J to say about this? Sister Kaba Kababa says that Allah Khmakra's owner once held a spear and Babay J has planted pillars on the roof of your house and Allah Tala's great pillar of heaven is looking at the big pillar above your head.,Facebook,Arrogant,Contempt & Condescension
