comment_bn,comment_en,source,arrogance_label,category
এই বালডা (সাফা).. তোর ক্যারিয়ারের তো গোয়ামারা খাইলি... আজাইরা দড়ি ছিড়া পুটকি মারা দেওনের কি দরকার ছিল... তোরে একসময় ক্রাশ মনে করতাম.. তোর প্রত্যেকটা স্টাটাস এ আমার ক্রাশ কমেন্টটা পাইতি... এখন থেকে তোরে আর বালডা দিয়াও সাপোর্ট করমু না... মাগি আসল রুপটা দেখাইলি,This balda... your career has been ruined... what it takes to kill a rope-cracking pussy... I used to think you're crushed... I got my crush comment on every one of your statuses... and I'm not going to support you anymore with balda...,Facebook,Non-arrogant,
নাস্তিক কে বাংলাদেশ থেকে বের করে দেওয়া হক,The right to expel atheists from Bangladesh,News portal,Non-arrogant,
তুমি আমার কাছে কোনো ভয়ের বিষয় নও।,I'm not afraid of you.,AI,Arrogant,Mixed / Other Arrogance
অনেক মজা পাইছি...অনেক হাসছি....প্রিয় অনুষ্টানে প্রিয়....খুব ভাল লেগেছে।নতুন মুভিটির জন্য শুভ কামনাদেখার অপেক্ষায় রইলাম....,"I've had a lot of fun... a lot of laughs... a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, a lot of fun, and I'm looking forward to seeing the new movie.",YouTube,Non-arrogant,
তামিম কি ঝুলাই দিয়েছে,What did the Tamil people hang?,Facebook,Non-arrogant,
বড়াই,The big boys.,AI,Non-arrogant,
"এই রকম কথা বলছিল মোশাররফ করিম,,তারপর কত কি অার তুই তো বালের,,,,","That's what I was talking about, and then what the fuck are you,",News portal,Arrogant,Contempt & Condescension
আমার অনুমতি ছাড়া কিছু করতে পারবি না,You can't do anything without my permission.,AI,Arrogant,Dominance & Entitlement
মুনাফিকের আচরণ ভালই রপ্ত করেছেন। গাছ যেমন ফসল ও তেমন হয়েছেন। তাল গাছ যতই বলে আমি বেল দিব সেটা জীবনেও সম্ভব নয়। পারেন তো অন্য ধর্মে ডাইভার্ট হয়ে যান। ইসলাম ধর্ম ফাইজলামির ধর্ম নয়।,The hypocrite's behaviour is good. The tree has become as good as the crop. The palm tree is not possible in life as I say.,YouTube,Arrogant,Knowledge & Moral Superiority
তুমি যে নাস্তিক এটাতে কোনো সন্দেহ নাই....,There's no doubt that you're an atheist.,YouTube,Non-arrogant,
"ও তো নাস্তিক কবির, ঘাতক দলালের সভাপ্রতি শাহরিয়ার কবির ওরফে মুরগি কবিরের মেয়ে, এর কাছ থেকে আর ভাল কিছু আসা করি কি ভাবে।","She's the daughter of an atheist poet, a serial killer poet from the Sahrawi people, a chicken poet, and I can't think of anything better to come out of it.",YouTube,Non-arrogant,
"এটা আবার নতুন নাস্তিক, বাংলাদেশে প্রচুর নাস্তিক আছে।","This is a new atheist again, there are many atheists in Bangladesh.",YouTube,Non-arrogant,
শালী নাস্তিকের বাচ্চা  তুই তো আল্লাহকে বিশ্বাস করস না উনার কাছে কি বিচার দিবি,"You son of a fucking atheist, you don't believe in God.",Facebook,Non-arrogant,
"যে মেয়ে পরকাল বিশ্বাস করেনা সে আবার আল্লাহকে বিশ্বাস করে !  এটা খুব আশ্চর্যজনক বিষয়  আপনিতো মুসলিম না নাস্তিকের পরিচয় দিলেন । আল্লাহ আপনাকে হেদায়েত দান করুক,,,আমিন ।",The girl who doesn't believe in the hereafter believes in God again. It's amazing that you've introduced yourself as a Muslim or an atheist.,Facebook,Arrogant,Knowledge & Moral Superiority
চতমারানি মাগি,I'm not sure what to do.,YouTube,Non-arrogant,
তুই একটা নাস্তিক তা প্রমান করে দিলি জাতির কাছে আর তাই পুরাতন নাস্তিক দের খাতায়  নতুন করে তোর নাম লিখালি....,"You proved yourself an atheist to the nation, and so you re-enrolled your name in the old atheist registry.",YouTube,Non-arrogant,
এই সাফা তোকে আমি লাস্ট ওয়ার্নিং দিচ্ছি তুই যদি দুই ঘণ্টার মধ্যে ফেসবুকে লাইভে না আসো তাহলে তাহলে তোর ফেসবুক পেইজ হ্যাক করা হবে।#সাইবার ৭১। ভাই এই কমেন্টে রিয়েক দিয়ে রিপ্লাই দিয়ে সাফার সাফা নাস্তিক  এর চোখে পড়ার মতো সুযোগ করে দিন।ধন্যবাধ।,"I'm giving you my last warning if you don't come live on Facebook within two hours, your Facebook page will be hacked. #Cyber71.",Facebook,Arrogant,Knowledge & Moral Superiority
